index,name,category,city,rating,review_count,price_range,phone
344,Grill House #344,Mexican,San Antonio,3.3,245,$$$,+1-264-140-9980
345,Curry Kingdom #345,Japanese,San Diego,4.7,522,$$$,+1-340-102-1208
346,Ocean's Delight #346,Chinese,San Jose,4.9,582,$$$$,+1-252-192-9383
347,Ocean's Delight #347,Chinese,Phoenix,3.2,863,$$,+1-567-403-5327
348,Curry Kingdom #348,Italian,Los Angeles,4.1,694,$$,+1-995-140-5760
349,Sushi World #349,Mexican,San Antonio,3.5,835,$,+1-197-971-1751
350,Tasty Table #350,Indian,Chicago,5.0,372,$$$,+1-466-548-5395
351,Ocean's Delight #351,Mexican,Philadelphia,3.8,83,$$,+1-216-510-7557
352,Curry Kingdom #352,American,San Antonio,4.8,416,$$$$,+1-919-531-3732
353,Ocean's Delight #353,Indian,New York,2.8,892,$$,+1-206-526-8908
354,Noodle Nook #354,French,Chicago,4.9,769,$$$$,+1-897-467-1472
355,Spice Symphony #355,French,San Diego,2.9,53,$,+1-521-551-1753
356,Ocean's Delight #356,American,Philadelphia,4.9,456,$,+1-821-989-9598
357,Noodle Nook #357,Mediterranean,Houston,3.2,29,$$$,+1-631-635-2560
358,Burger Haven #358,Japanese,San Diego,2.8,480,$$$,+1-779-792-7305
359,Spice Symphony #359,Greek,San Jose,3.6,953,$,+1-111-758-3571
360,Pizza Palace #360,French,San Diego,4.3,89,$$,+1-176-869-9055
361,Sushi World #361,Japanese,Philadelphia,3.3,892,$$$,+1-151-619-4648
362,Pizza Palace #362,Thai,San Antonio,4.0,330,$$,+1-180-570-8277
363,Noodle Nook #363,French,Los Angeles,3.8,599,$$$$,+1-557-423-2944
364,Curry Kingdom #364,Italian,Los Angeles,3.5,449,$$$$,+1-522-136-9996
365,Tasty Table #365,Chinese,San Jose,3.9,597,$$$,+1-620-675-4389
366,Curry Kingdom #366,Mexican,Philadelphia,3.1,424,$,+1-936-328-8445
367,Sushi World #367,Greek,San Jose,4.3,736,$$$$,+1-833-772-6952
368,Curry Kingdom #368,Chinese,Los Angeles,2.5,665,$$,+1-102-449-6818
369,Pasta Point #369,Greek,Dallas,4.8,437,$$$,+1-818-208-1750
370,Spice Symphony #370,French,Chicago,3.8,306,$$$$,+1-209-360-4209
371,Grill House #371,Chinese,San Antonio,4.3,127,$$,+1-568-944-4122
372,Sushi World #372,Chinese,San Antonio,4.4,424,$,+1-748-957-3018
373,Curry Kingdom #373,French,San Jose,4.2,31,$$,+1-610-104-9689
374,Tasty Table #374,Greek,San Antonio,3.4,999,$$$$,+1-620-899-3903
375,Noodle Nook #375,Indian,Chicago,2.7,342,$,+1-496-773-6273
376,Pizza Palace #376,Thai,San Antonio,4.2,185,$$,+1-380-507-6617
377,Pasta Point #377,French,Chicago,3.3,830,$$,+1-522-716-9393
378,Pasta Point #378,Greek,Philadelphia,3.3,980,$$,+1-305-314-5760
379,Sushi World #379,Indian,Chicago,4.6,642,$$$,+1-827-218-6771
380,Pizza Palace #380,French,San Jose,4.3,481,$$$$,+1-790-865-9747
381,Pasta Point #381,Thai,New York,3.3,861,$,+1-125-490-3381
382,Tasty Table #382,Italian,Houston,3.3,716,$$$,+1-868-904-3636
383,Pasta Point #383,American,Chicago,3.5,951,$,+1-807-903-5835
384,Grill House #384,Greek,New York,3.5,380,$$$,+1-933-563-2679
385,Noodle Nook #385,Greek,Houston,3.2,100,$$$$,+1-343-623-5712
386,Tasty Table #386,Thai,San Antonio,2.8,457,$$$$,+1-907-801-6122
387,Pizza Palace #387,Italian,New York,3.6,874,$$$,+1-307-735-8259
388,Grill House #388,Mexican,San Jose,4.9,118,$$,+1-894-842-4170
389,Pasta Point #389,French,Chicago,4.2,259,$,+1-291-277-9418
390,Ocean's Delight #390,Thai,New York,4.8,456,$$$$,+1-385-669-5329
391,Spice Symphony #391,Indian,San Jose,4.0,613,$$$,+1-105-438-8640
392,Spice Symphony #392,Italian,Chicago,3.3,420,$$$,+1-711-152-5934
393,Curry Kingdom #393,Mediterranean,Dallas,3.9,546,$$$,+1-174-902-6207
394,Pizza Palace #394,Japanese,Chicago,2.5,90,$,+1-905-617-3611
395,Burger Haven #395,Greek,Dallas,3.2,415,$$$$,+1-194-457-4624
396,Grill House #396,Mexican,Philadelphia,3.6,901,$$$,+1-400-323-9691
397,Curry Kingdom #397,Greek,New York,3.9,327,$,+1-784-454-8301
398,Grill House #398,Mediterranean,San Jose,4.1,773,$$,+1-140-798-6258
399,Burger Haven #399,Chinese,San Antonio,3.7,357,$$$,+1-653-841-5633
400,Tasty Table #400,Greek,Philadelphia,3.6,236,$$$$,+1-598-144-5856
401,Grill House #401,Mexican,Dallas,3.0,351,$,+1-198-271-9814
402,Pizza Palace #402,Italian,Los Angeles,3.7,807,$$,+1-786-744-4492
403,Burger Haven #403,Chinese,Houston,4.8,182,$$$$,+1-762-936-2181
404,Spice Symphony #404,Italian,San Diego,4.5,88,$$$,+1-138-189-2200
405,Tasty Table #405,Indian,Phoenix,2.9,532,$,+1-688-941-4729
406,Pasta Point #406,Thai,San Antonio,2.7,658,$$$$,+1-745-514-8094
407,Sushi World #407,Italian,San Antonio,3.8,126,$,+1-647-106-2036
408,Noodle Nook #408,Italian,Los Angeles,4.1,553,$$$,+1-614-208-5748
409,Pasta Point #409,Mediterranean,Los Angeles,3.3,532,$$$,+1-883-548-7249
410,Burger Haven #410,Italian,San Diego,4.5,208,$$,+1-646-325-3234
411,Burger Haven #411,Greek,Phoenix,4.4,937,$$,+1-405-793-7113
412,Tasty Table #412,Greek,Dallas,4.2,804,$$,+1-226-142-1082
413,Noodle Nook #413,Mediterranean,San Antonio,3.1,367,$,+1-412-315-6633
414,Grill House #414,Thai,Dallas,3.0,369,$$,+1-264-288-4617
415,Noodle Nook #415,American,Houston,2.6,754,$,+1-285-787-1891
416,Pizza Palace #416,French,Dallas,3.1,991,$,+1-397-787-2103
417,Pasta Point #417,Chinese,Houston,3.7,848,$$$$,+1-438-465-3100
418,Grill House #418,Chinese,Phoenix,4.6,670,$,+1-298-425-8960
419,Curry Kingdom #419,Mexican,San Jose,2.7,844,$$$,+1-810-698-3496
420,Noodle Nook #420,Mediterranean,Philadelphia,3.5,161,$$$,+1-538-272-1079
421,Sushi World #421,Japanese,Houston,4.1,251,$$$$,+1-383-960-6889
422,Spice Symphony #422,Mexican,San Diego,3.0,115,$$$$,+1-556-467-6004
423,Curry Kingdom #423,Greek,Los Angeles,4.2,159,$$,+1-761-721-2343
424,Pasta Point #424,Indian,Dallas,3.7,272,$$,+1-369-851-2252
425,Ocean's Delight #425,Italian,Dallas,3.1,212,$,+1-932-695-7637
426,Noodle Nook #426,Japanese,New York,4.1,187,$$$,+1-656-652-8734
427,Spice Symphony #427,Mexican,San Antonio,2.5,626,$$,+1-890-703-5767
428,Spice Symphony #428,French,Dallas,4.4,166,$,+1-506-472-9227
429,Tasty Table #429,Japanese,San Jose,4.4,788,$$,+1-875-626-3299
430,Curry Kingdom #430,Indian,Chicago,2.8,787,$$,+1-853-849-8921
431,Sushi World #431,Italian,Houston,3.6,681,$$$$,+1-337-164-5331
432,Sushi World #432,Japanese,New York,2.9,87,$$,+1-630-910-6918
433,Burger Haven #433,French,San Diego,4.9,191,$,+1-140-764-6309
434,Ocean's Delight #434,Greek,Phoenix,3.8,984,$$$,+1-692-657-3848
435,Burger Haven #435,Thai,Philadelphia,2.6,801,$,+1-629-357-7165
436,Grill House #436,Greek,San Antonio,3.1,653,$$$,+1-936-988-6653
437,Curry Kingdom #437,French,San Jose,4.6,515,$,+1-613-242-8207
438,Spice Symphony #438,Japanese,Los Angeles,3.6,485,$$$,+1-316-253-4062
439,Spice Symphony #439,Mexican,San Jose,4.5,782,$,+1-776-335-7793
440,Sushi World #440,Chinese,San Diego,4.2,587,$$$$,+1-590-315-3641
441,Burger Haven #441,Italian,Houston,5.0,788,$,+1-230-687-3639
442,Spice Symphony #442,Greek,New York,4.0,603,$$,+1-157-270-5231
443,Spice Symphony #443,Greek,San Antonio,4.9,469,$,+1-999-836-5644
444,Ocean's Delight #444,Japanese,San Diego,4.7,707,$$$$,+1-988-593-3794
445,Grill House #445,Thai,San Jose,4.0,956,$$,+1-913-696-3979
446,Noodle Nook #446,Greek,Phoenix,4.3,913,$$,+1-841-802-6614
447,Curry Kingdom #447,Mediterranean,San Jose,3.8,588,$,+1-335-487-7315
448,Spice Symphony #448,Chinese,New York,4.6,668,$$,+1-635-980-9263
449,Burger Haven #449,Indian,San Jose,3.9,660,$,+1-281-587-1639
450,Pizza Palace #450,Greek,Los Angeles,4.7,649,$,+1-593-775-3135
451,Noodle Nook #451,Greek,New York,4.4,340,$$$$,+1-634-530-7068
452,Tasty Table #452,Greek,San Antonio,3.7,894,$$,+1-921-593-7246
453,Sushi World #453,Mediterranean,San Jose,3.1,652,$,+1-535-237-5170
454,Curry Kingdom #454,Japanese,Los Angeles,3.1,333,$$$,+1-712-997-9908
455,Burger Haven #455,American,Houston,4.1,164,$,+1-826-861-1116
456,Noodle Nook #456,Greek,Los Angeles,4.4,460,$,+1-484-770-4365
457,Sushi World #457,Thai,Philadelphia,3.8,79,$,+1-258-536-5155
458,Pasta Point #458,Greek,San Antonio,4.1,490,$$$,+1-726-382-7511
459,Grill House #459,Thai,Dallas,3.2,462,$$$$,+1-283-479-8925
460,Pasta Point #460,American,San Jose,2.7,656,$$$,+1-892-822-7522
461,Spice Symphony #461,Chinese,Houston,3.2,320,$$$$,+1-901-816-3650
462,Ocean's Delight #462,Japanese,Dallas,3.2,825,$$$$,+1-904-446-1852
463,Spice Symphony #463,Thai,New York,3.3,291,$,+1-943-248-8727
464,Noodle Nook #464,Thai,Los Angeles,3.9,615,$,+1-369-327-7075
465,Ocean's Delight #465,Mediterranean,New York,2.8,67,$$$$,+1-510-728-9536
466,Pasta Point #466,Mediterranean,New York,3.1,370,$$,+1-755-606-8192
467,Tasty Table #467,Japanese,Dallas,4.2,529,$$$,+1-299-134-9364
468,Pizza Palace #468,Japanese,San Jose,4.3,85,$$,+1-790-136-6893
469,Grill House #469,Italian,Chicago,2.7,327,$,+1-382-898-7544
470,Sushi World #470,Thai,San Antonio,3.5,482,$$,+1-630-115-2124
471,Ocean's Delight #471,Greek,Phoenix,3.9,472,$$$,+1-455-935-5530
472,Grill House #472,Mediterranean,Houston,3.5,48,$$$$,+1-513-688-1076
473,Pasta Point #473,Indian,San Antonio,3.0,68,$,+1-672-174-9243
474,Pasta Point #474,Mexican,Los Angeles,3.6,387,$$$,+1-997-650-5098
475,Curry Kingdom #475,Thai,San Jose,4.8,861,$$$$,+1-888-349-6565
476,Curry Kingdom #476,French,San Jose,4.0,303,$,+1-593-219-5224
477,Ocean's Delight #477,Thai,Houston,4.2,88,$$,+1-919-423-7757
478,Sushi World #478,Greek,Dallas,4.6,670,$,+1-817-952-5314
479,Grill House #479,American,Los Angeles,4.4,894,$$$$,+1-789-866-6603
480,Ocean's Delight #480,Greek,Chicago,3.5,885,$$$$,+1-421-462-4580
481,Noodle Nook #481,American,Chicago,2.5,102,$$,+1-610-854-4271
482,Grill House #482,Japanese,Phoenix,3.4,639,$$,+1-334-307-5091
483,Noodle Nook #483,Mexican,Chicago,4.4,618,$,+1-222-180-9071
484,Noodle Nook #484,Italian,Dallas,4.6,529,$,+1-968-593-7081
485,Noodle Nook #485,Mexican,San Diego,4.9,403,$$$,+1-602-287-9374
486,Pasta Point #486,Thai,Houston,3.5,483,$$,+1-155-638-7933
487,Curry Kingdom #487,Greek,New York,4.4,604,$$$,+1-503-981-3863
488,Curry Kingdom #488,Chinese,Dallas,3.9,577,$$$$,+1-423-805-1137
489,Tasty Table #489,Japanese,San Antonio,4.0,987,$,+1-433-470-5254
490,Spice Symphony #490,Greek,Phoenix,3.1,820,$$,+1-375-582-6621
491,Sushi World #491,Indian,San Diego,3.0,766,$$$$,+1-315-529-7099
492,Sushi World #492,Thai,Phoenix,3.6,927,$$$$,+1-284-685-3148
493,Noodle Nook #493,Japanese,Los Angeles,2.6,52,$$$,+1-923-341-8081
494,Burger Haven #494,Japanese,Chicago,3.3,470,$$,+1-584-925-1159
495,Spice Symphony #495,Thai,San Diego,4.2,940,$$,+1-969-745-9470
496,Pizza Palace #496,Mexican,San Diego,3.5,839,$$$,+1-356-675-1781
497,Burger Haven #497,Chinese,Chicago,2.9,595,$,+1-320-933-5166
498,Curry Kingdom #498,Chinese,San Diego,3.7,677,$$$,+1-366-469-6903
499,Pizza Palace #499,Greek,Phoenix,2.8,202,$$$,+1-120-521-2986
500,Sushi World #500,Mediterranean,Houston,4.1,339,$$,+1-899-391-6818
501,Sushi World #501,Greek,San Diego,2.6,629,$$$$,+1-180-490-5694
502,Curry Kingdom #502,Indian,Chicago,3.5,497,$$$,+1-531-746-7631
503,Ocean's Delight #503,Chinese,Chicago,3.9,523,$$$,+1-333-421-6191
504,Pasta Point #504,American,San Jose,2.6,164,$$$$,+1-377-555-6950
505,Noodle Nook #505,Greek,San Diego,4.1,990,$$$$,+1-271-288-1378
506,Spice Symphony #506,Japanese,Phoenix,2.8,73,$,+1-315-270-7505
507,Ocean's Delight #507,Chinese,Los Angeles,3.7,471,$$$$,+1-661-155-1431
508,Burger Haven #508,Greek,Los Angeles,2.6,115,$,+1-368-732-3544
509,Ocean's Delight #509,Thai,Phoenix,3.4,840,$$,+1-353-855-5655
510,Curry Kingdom #510,Indian,Chicago,3.0,930,$$,+1-129-135-6846
511,Sushi World #511,French,San Diego,3.3,867,$$$,+1-661-555-3213
512,Pizza Palace #512,Indian,San Jose,4.4,361,$$$$,+1-746-866-8126
513,Pizza Palace #513,Greek,Phoenix,3.4,741,$$$,+1-593-652-4721
514,Ocean's Delight #514,French,Phoenix,4.4,96,$$$,+1-522-366-3551
515,Pasta Point #515,Italian,New York,4.6,526,$$,+1-452-393-8687
516,Pizza Palace #516,Italian,San Diego,3.1,671,$$$$,+1-406-109-8052
517,Pasta Point #517,Mediterranean,Houston,2.7,186,$,+1-661-482-4089
518,Burger Haven #518,Greek,San Antonio,2.5,50,$$$$,+1-355-267-7385
519,Burger Haven #519,Japanese,Phoenix,3.8,263,$,+1-532-740-4924
520,Pizza Palace #520,Mediterranean,Phoenix,5.0,734,$$$,+1-764-860-9715
521,Pasta Point #521,Thai,Houston,3.4,458,$,+1-286-239-5744
522,Ocean's Delight #522,French,San Jose,4.1,459,$$$$,+1-378-817-9060
523,Grill House #523,Mexican,New York,4.5,546,$$,+1-150-647-1362
524,Spice Symphony #524,Chinese,Phoenix,4.1,545,$$$,+1-228-832-8183
525,Tasty Table #525,Japanese,Los Angeles,4.4,634,$$,+1-115-605-4558
526,Sushi World #526,Thai,Phoenix,4.9,172,$$$$,+1-480-574-1519
527,Sushi World #527,Chinese,Chicago,3.0,382,$,+1-372-894-7429
528,Ocean's Delight #528,Greek,San Diego,2.6,391,$$,+1-296-961-5097
529,Burger Haven #529,Italian,Los Angeles,2.9,949,$$,+1-494-889-8257
530,Grill House #530,Italian,Houston,2.8,299,$$$$,+1-852-889-2539
531,Pizza Palace #531,Japanese,San Diego,4.2,406,$$$$,+1-797-419-6293
532,Spice Symphony #532,Italian,Dallas,3.9,428,$,+1-359-592-5895
533,Grill House #533,Mexican,New York,3.0,803,$$,+1-215-341-8113
534,Sushi World #534,Italian,Chicago,4.2,356,$$$,+1-698-222-7484
535,Grill House #535,Italian,New York,4.4,705,$$$$,+1-804-710-3539
536,Sushi World #536,Chinese,Houston,2.9,622,$$,+1-611-193-6544
537,Tasty Table #537,Italian,Philadelphia,4.0,63,$$,+1-818-649-2759
538,Spice Symphony #538,French,Houston,4.4,818,$$$,+1-671-907-6690
539,Curry Kingdom #539,Japanese,New York,2.8,656,$$$$,+1-466-841-3207
540,Pasta Point #540,Italian,San Diego,4.5,672,$$$$,+1-672-401-9892
541,Curry Kingdom #541,Japanese,San Jose,4.9,352,$$,+1-656-456-6303
542,Curry Kingdom #542,American,San Jose,2.8,77,$$,+1-170-643-3539
543,Curry Kingdom #543,American,Phoenix,2.6,347,$$$,+1-564-100-9289
544,Burger Haven #544,Indian,New York,3.3,106,$$$,+1-894-735-4912
545,Sushi World #545,Chinese,Dallas,4.2,581,$$$$,+1-294-636-9151
546,Pizza Palace #546,Indian,San Jose,4.9,704,$$$,+1-430-519-6276
547,Ocean's Delight #547,Chinese,Dallas,3.5,405,$,+1-144-955-3126
548,Spice Symphony #548,Italian,Houston,4.3,300,$,+1-597-296-2617
549,Tasty Table #549,Mediterranean,San Antonio,2.7,268,$$$$,+1-638-738-5193
550,Tasty Table #550,Mexican,Houston,4.2,751,$,+1-113-313-9051
551,Ocean's Delight #551,French,New York,4.1,882,$$$,+1-671-861-7814
552,Sushi World #552,Italian,San Jose,2.8,682,$$$,+1-641-141-2153
553,Pasta Point #553,Chinese,Houston,4.4,997,$,+1-203-842-4784
554,Pizza Palace #554,Thai,Houston,4.6,938,$$,+1-638-772-5075
555,Noodle Nook #555,Indian,Dallas,4.0,627,$$$$,+1-864-208-6864
556,Curry Kingdom #556,Thai,Los Angeles,2.8,904,$$,+1-911-284-7579
557,Pizza Palace #557,Mexican,Chicago,5.0,163,$$$$,+1-460-422-6319
558,Sushi World #558,Thai,San Antonio,4.5,351,$$$,+1-723-346-9939
559,Grill House #559,Thai,Dallas,3.4,93,$$$,+1-468-563-8331
560,Burger Haven #560,Italian,New York,3.6,606,$$$,+1-710-116-9480
561,Spice Symphony #561,American,New York,3.4,689,$$$,+1-327-319-6159
562,Tasty Table #562,American,Dallas,3.8,154,$$,+1-196-138-8542
563,Sushi World #563,Indian,Chicago,3.4,948,$$$,+1-475-696-5093
564,Grill House #564,American,Phoenix,4.6,368,$,+1-684-509-4562
565,Ocean's Delight #565,Mexican,San Diego,4.6,327,$$,+1-599-945-2562
566,Noodle Nook #566,American,New York,2.8,1000,$$$$,+1-180-898-1916
567,Sushi World #567,Mexican,San Antonio,4.9,681,$$$$,+1-988-223-4714
568,Noodle Nook #568,Italian,San Antonio,4.1,725,$,+1-412-636-1674
569,Sushi World #569,Greek,San Jose,4.6,688,$$,+1-434-614-4617
570,Spice Symphony #570,Italian,San Antonio,4.3,411,$$$$,+1-870-709-9269
571,Ocean's Delight #571,Japanese,San Antonio,3.6,142,$$$,+1-905-503-3425
572,Spice Symphony #572,Mexican,Los Angeles,4.3,619,$$$$,+1-685-863-1807
573,Pizza Palace #573,Thai,Phoenix,4.9,735,$,+1-508-613-8118
574,Spice Symphony #574,Indian,San Diego,3.2,970,$$,+1-599-504-4212
575,Pizza Palace #575,Mediterranean,Dallas,4.5,96,$$,+1-348-173-5362
576,Burger Haven #576,Mexican,San Jose,3.8,327,$,+1-215-787-7776
577,Burger Haven #577,Mexican,Philadelphia,3.7,582,$$,+1-428-452-1396
578,Pasta Point #578,Indian,Philadelphia,3.6,395,$$$$,+1-738-249-8216
579,Tasty Table #579,Japanese,Houston,4.3,668,$$$,+1-259-875-2405
580,Ocean's Delight #580,Italian,Houston,3.2,820,$$,+1-989-952-5713
581,Tasty Table #581,Mexican,Los Angeles,4.6,346,$$$,+1-560-582-1372
582,Sushi World #582,Japanese,Dallas,4.6,842,$$,+1-308-659-9573
583,Pasta Point #583,Greek,San Diego,2.7,140,$$,+1-811-815-1301
584,Burger Haven #584,Mediterranean,Dallas,4.7,696,$,+1-361-274-1984
585,Pasta Point #585,Japanese,San Jose,3.1,729,$$$,+1-154-576-1136
586,Ocean's Delight #586,Thai,Phoenix,3.7,858,$$$,+1-985-210-1312
587,Pasta Point #587,Thai,Houston,4.0,979,$$$$,+1-620-826-2631
588,Sushi World #588,French,San Jose,3.4,766,$,+1-290-303-9202
589,Curry Kingdom #589,Greek,New York,2.6,711,$,+1-353-642-5995
590,Sushi World #590,French,San Antonio,4.6,944,$$,+1-118-455-6765
591,Sushi World #591,American,Houston,3.0,549,$$$,+1-931-163-5221
592,Burger Haven #592,Italian,Dallas,3.0,105,$$$,+1-330-255-6599
593,Burger Haven #593,Indian,Los Angeles,4.5,671,$$$$,+1-633-794-4726
594,Burger Haven #594,Japanese,San Jose,3.4,696,$$,+1-536-419-6395
595,Curry Kingdom #595,Greek,Chicago,4.7,443,$$,+1-768-241-9869
596,Grill House #596,Indian,Phoenix,4.3,530,$$,+1-540-888-3378
597,Noodle Nook #597,Indian,Philadelphia,3.2,380,$,+1-670-645-2939
598,Spice Symphony #598,Mexican,Chicago,2.5,28,$,+1-883-426-7783
599,Burger Haven #599,American,San Diego,4.9,381,$$$,+1-255-897-4079
600,Ocean's Delight #600,Indian,Chicago,2.7,326,$,+1-880-726-5372
601,Noodle Nook #601,Mediterranean,San Jose,4.3,194,$$,+1-710-337-4783
602,Tasty Table #602,Mexican,Los Angeles,3.7,983,$$$$,+1-237-614-8680
603,Sushi World #603,Indian,San Antonio,4.4,229,$$$$,+1-585-240-3683
604,Grill House #604,Japanese,New York,4.2,359,$$$$,+1-882-115-5421
605,Burger Haven #605,Japanese,Houston,4.1,980,$$,+1-167-281-8197
606,Noodle Nook #606,French,Philadelphia,3.7,794,$$$$,+1-352-537-7633
607,Tasty Table #607,Mediterranean,San Antonio,4.5,507,$$$,+1-503-726-9784
608,Pizza Palace #608,Italian,Dallas,2.7,206,$,+1-562-567-1694
609,Grill House #609,Greek,Dallas,3.1,241,$$$$,+1-852-140-7347
610,Pizza Palace #610,Italian,Houston,4.2,150,$$$,+1-550-507-5989
611,Pasta Point #611,French,Chicago,3.3,168,$$$$,+1-401-727-1893
612,Pizza Palace #612,Indian,San Diego,4.0,89,$$$$,+1-192-839-9202
613,Ocean's Delight #613,Indian,San Jose,3.7,312,$$,+1-502-523-6299
614,Curry Kingdom #614,Italian,Chicago,3.8,874,$$$$,+1-704-829-4308
615,Curry Kingdom #615,Chinese,Phoenix,3.6,817,$$$,+1-808-764-3686
616,Ocean's Delight #616,Chinese,Los Angeles,4.4,113,$$$$,+1-749-471-2397
617,Pizza Palace #617,Thai,Dallas,3.3,529,$$,+1-487-663-7235
618,Tasty Table #618,Indian,Philadelphia,4.3,799,$$,+1-266-989-3369
619,Spice Symphony #619,Italian,San Antonio,3.2,562,$$$,+1-416-847-8311
620,Pasta Point #620,Indian,Los Angeles,3.1,865,$$,+1-307-103-5146
621,Tasty Table #621,French,San Diego,2.8,766,$$$$,+1-656-926-1094
622,Noodle Nook #622,French,Houston,3.0,914,$$,+1-702-775-8794
623,Curry Kingdom #623,Thai,San Diego,2.8,549,$,+1-715-714-1107
624,Grill House #624,Greek,Phoenix,3.8,48,$$,+1-150-289-3429
625,Tasty Table #625,Mexican,New York,4.4,687,$$,+1-974-133-5889
626,Sushi World #626,Chinese,New York,3.0,354,$,+1-526-282-3643
627,Pasta Point #627,Mediterranean,San Jose,3.0,907,$$,+1-566-867-6901
628,Tasty Table #628,Chinese,Phoenix,3.7,794,$$$,+1-477-488-2108
629,Burger Haven #629,Greek,Los Angeles,4.3,642,$$$,+1-582-237-2999
630,Pasta Point #630,Mexican,Dallas,4.9,144,$$$$,+1-637-314-4425
631,Noodle Nook #631,Italian,Los Angeles,3.8,621,$,+1-595-841-5705
632,Burger Haven #632,Mediterranean,Philadelphia,3.2,395,$$$,+1-638-688-6797
633,Spice Symphony #633,Mediterranean,San Jose,2.8,167,$$$$,+1-632-846-9154
634,Curry Kingdom #634,Indian,San Jose,3.0,176,$$,+1-825-397-4171
635,Tasty Table #635,Chinese,New York,3.1,195,$$$$,+1-740-915-2932
636,Grill House #636,Mediterranean,San Antonio,2.9,861,$$$$,+1-146-441-6728
637,Pizza Palace #637,Japanese,New York,2.5,719,$$,+1-806-388-5168
638,Ocean's Delight #638,American,Phoenix,3.8,799,$$$,+1-885-106-2865
639,Sushi World #639,Mexican,San Antonio,3.2,649,$,+1-952-279-4178
640,Sushi World #640,Mexican,San Diego,4.9,838,$$$$,+1-916-136-3224
641,Curry Kingdom #641,Indian,San Diego,3.9,934,$$$,+1-573-902-7782
642,Tasty Table #642,Greek,Phoenix,4.2,179,$$$,+1-668-648-1306
643,Grill House #643,Mediterranean,Philadelphia,2.8,748,$$$,+1-167-252-5595
644,Tasty Table #644,Mexican,San Antonio,4.7,458,$$,+1-684-720-7382
645,Spice Symphony #645,Mediterranean,Los Angeles,3.7,54,$$$,+1-822-978-6152
646,Tasty Table #646,American,San Antonio,4.7,430,$,+1-608-998-4893
647,Sushi World #647,French,Phoenix,3.9,383,$$,+1-637-409-3867
648,Ocean's Delight #648,Mexican,New York,3.7,702,$$,+1-194-554-9290
649,Tasty Table #649,French,Dallas,3.6,746,$$,+1-294-448-8921
650,Pizza Palace #650,American,Philadelphia,3.0,253,$$,+1-887-992-2609
651,Pizza Palace #651,Indian,Houston,2.6,464,$,+1-570-496-9558
652,Ocean's Delight #652,Italian,Phoenix,4.9,635,$,+1-803-968-2426
653,Sushi World #653,French,New York,3.7,301,$,+1-633-884-6119
654,Tasty Table #654,Mediterranean,Phoenix,4.6,780,$$,+1-428-305-4154
655,Pasta Point #655,American,Dallas,3.5,776,$$$,+1-891-551-2927
656,Pasta Point #656,Indian,Chicago,2.7,812,$$$,+1-217-115-9422
657,Ocean's Delight #657,Japanese,Dallas,4.1,469,$$$,+1-662-426-5440
658,Spice Symphony #658,American,San Jose,2.6,249,$$,+1-275-172-6101
659,Noodle Nook #659,Mexican,Dallas,2.9,556,$$$$,+1-151-233-1475
660,Curry Kingdom #660,Italian,Los Angeles,3.9,254,$$$$,+1-155-188-7987
661,Burger Haven #661,Indian,San Jose,3.3,326,$$$$,+1-731-464-6119
662,Sushi World #662,Japanese,Dallas,5.0,998,$,+1-873-882-8629
663,Noodle Nook #663,Indian,Los Angeles,2.8,838,$$$$,+1-199-566-6085
664,Curry Kingdom #664,French,Houston,4.4,813,$$,+1-247-981-5227
665,Sushi World #665,Thai,Chicago,4.0,490,$$$,+1-907-981-6320
666,Curry Kingdom #666,French,New York,4.5,935,$,+1-586-215-6758
667,Curry Kingdom #667,French,Chicago,3.1,865,$$$,+1-886-456-3087
668,Pizza Palace #668,Chinese,San Antonio,3.8,208,$,+1-433-669-2162
669,Pasta Point #669,Greek,San Diego,3.6,386,$$$$,+1-704-523-4908
670,Noodle Nook #670,Japanese,Dallas,3.6,704,$$,+1-593-493-2082
671,Sushi World #671,Japanese,San Jose,4.7,979,$$$$,+1-903-545-6606
672,Pizza Palace #672,Japanese,Chicago,5.0,594,$,+1-857-828-8972
673,Ocean's Delight #673,Mediterranean,San Jose,3.3,461,$$$$,+1-433-668-2599
674,Curry Kingdom #674,Indian,Phoenix,4.1,482,$$$$,+1-171-712-2781
675,Noodle Nook #675,Thai,Philadelphia,4.0,797,$$$$,+1-760-776-2007
676,Ocean's Delight #676,Japanese,Chicago,4.4,298,$,+1-875-250-3444
677,Curry Kingdom #677,Greek,Phoenix,4.9,806,$$$$,+1-730-691-8326
678,Grill House #678,Japanese,Philadelphia,3.0,401,$$$,+1-683-913-5989
679,Burger Haven #679,Mexican,Los Angeles,3.0,524,$,+1-726-622-7622
680,Spice Symphony #680,American,New York,4.2,550,$$$,+1-662-154-1013
681,Pizza Palace #681,Mexican,Los Angeles,2.9,438,$$$,+1-986-131-4854
682,Burger Haven #682,Mediterranean,San Antonio,2.9,999,$$$,+1-828-491-7652
683,Burger Haven #683,Thai,Dallas,2.7,175,$$,+1-778-277-8780
684,Spice Symphony #684,Japanese,Dallas,2.5,846,$$$$,+1-963-468-7835
685,Spice Symphony #685,American,Chicago,3.6,214,$$,+1-111-173-1257
686,Spice Symphony #686,French,San Antonio,4.0,830,$$,+1-186-240-7813
687,Curry Kingdom #687,Mediterranean,San Antonio,3.2,629,$$,+1-565-621-7948
688,Pizza Palace #688,French,San Antonio,3.1,151,$$$,+1-331-290-7959
